JbGkU,orRIx
Kỳ nghỉ Honey moon và Wedding Anniversary tuyệt vời và đáng nhớ,"Không khí rất trong lành và cả giác thân thiện với thiên nhiên, đặc biệt có các bạn khỉ đi qua đi lại rất dễ thương. Bạn sẽ được chào hỏi bất kể lúc nào bạn đi ngang qua một nhân viên resort và sẽ luôn có người lại hỏi thăm về giấc ngủ, bữa ăn và hành trình của bạn cho dù bạn có đang ẩn khuất giữa một phòng ăn buffet sáng đông nghẹt những du khách đi nữa. Phòng đẹp tuyệt vời với không gian rất riêng tư và cũng rất thoáng đãng, rất tiện nghi và sắp xếp hợp lý, view đẹp không cần bàn cãi. Chị Hải ở Lounge rất nhiệt tình và thân thiện, vì mình chưa ăn trưa nên khi dùng tiệc trà chiều được tặng hẳn một bát súp cua ngon lành nóng hổi vì sợ mình đói. Các anh chị quản gia anh Bảo, anh Mạnh, chị Ly đều rất nhiệt tình và thay phiên nhau chăm sóc vợ chồng mình cũng như đề xuất các hoạt động giải trí cho bọn mình trong chuyến nghỉ dưỡng. Nhân viên ở hồ bơi, L_O_N_G Bar và Citron cũng rất nhiệt tình và hình như nhân viên nào trong khách sạn cũng thích chụp hình cho khách nên bạn có thể nhờ chụp hình thoải mái *lol*. Các món ăn cũng rất ngon và vừa miệng, nếu có vấn đề gì chỉ cần gọi và đề xuất, bạn sẽ được như ý nguyện. Nhân dịp đặc biệt, bọn mình còn được tặng 1 chiếc bánh kem rất xinh xẻo trong phòng vào đêm đầu tiên nhận phòng nữa. Nhìn chung, 2 vợ chồng mình đều cảm thấy thật đúng đắn khi chọn nơi này để làm điểm đến cho kỳ nghỉ đặc biệt của bọn mình, mặc dù mình đi khi thời tiết không được thuận lợi lắm nhưng mọi thứ đã rất tuyệt vời rồi, nếu thời tiết thuận lợi hơn thì sẽ càng tuyệt vời hơn nữa. Mình chăc các bạn sẽ không phải hối tiếc khi nghỉ ở đây đâu. ^^~"
Great Long Bar team,Vc mình ghé Long Bar team vào buổi chiều để dùng snacks và drinks nhẹ. Các bạn nhân viên đều rất dễ thưong và take care vc mình.Đặc biệt cảm ơn bạn Nguyên ở Long Bar đã chăm sóc khách tận tâm và giúp tụi mình chụp nhiều ảnh sống ảo 🤣 Cảm ơn team rất nhiều.
Trải nghiệm đẳng cấp nhưng chưa trọn vẹn,Chưa được trải nghiệm 1 số dịch vụ.Thực đơn ở Citron chưa thực sự tốtNên có thêm lan can hoặc dây an toàn ở vị trí bức tường đối diện bể bơi (villa on the rock) vì đây là vị trí nhiều người đứng chụp hìnhNên bố trí thêm đèn 2 bên cầu thang đi xuống villa on the rock
Rất hài lòng,"Khu nghỉ dưỡng có hẳn một khôn gian riêng cho các bạn nhỏ. Gia đình rát yên tâm vì các cô thật sự quan tâm và tạo nhiều trò chơi cho các con. Ba mẹ rất cảm ơn cô Hoài và cô Tú, nhờ có các cô mà chuyến đi của các con ý nghĩa hơn. Hẹn gặp lại các cô."
Tuyệt vời,"Sau nhiều lần dời lại vì dịch, cuối cùng nhóm chúng tôi cũng đã đến được nơi đây. Mọi thứ từ phòng ốc, phong cảnh, thức ăn đều trên cả tuyệt vời. Nhân viên luôn luôn ân cần hỏi han vì kì nghỉ và kể những câu chuyện rất thú vị. Rất cảm ơn các bạn tại quầy Long bar và nhà hàng Citron, bạn Đông khu vực biển tôi rất là ấn tượng về thái độ phục vụ, bạn Tú và các cô tại Kid club đã chăm sóc chu đáo cho các bé, bạn Minh lái xe điện cũng rất nhiệt tình. Có dịp tôi sẽ đưa cả gia đình đến đây."
Chuyến đi tuyệt vời!,"Gia đình tôi đã có 1 kì nghỉ thật tuyệt vời ở Intercontinental Đà Nẵng. Chúng tôi đặc biệt ấn tượng với thiết kế hoàn hảo của resort, cảnh quan đẹp tuyệt vời và dịch vụ cực kì chu đáo và chuyên nghiệp. Gđ tôi rất cảm ơn toàn thể đội ngũ cán bộ nv các khâu trong hệ thống như a Trung GĐ an ninh, a Hải GĐ dịch vụ và các cháu từ nhân viên lái xe đến phục vụ nhà hàng như cháu Trang, Linh, Mạnh - quản gia. Sự chu đáo đó được thể hiện ngay tại sân bay đón và tiễn như cháu Hoàng Anh. Chúng tôi hy vọng sẽ quay trở lại nghỉ tại đây vào một dịp gần nhất cùng những thành viên khác của gđ và sẽ giới triệu với bạn bè cùng đến nghỉ."
Kỳ nghỉ tuyệt vời,"Không gian nhà hàng sang trọng, nhân viên rất nhiệt tình, take care chu đáo luôn, bé phục vụ tên Linh cực dễ thương luôn, hỗ trợ nhiệt tình nữa, dù đi gặp ngày mưa nên hơi buồn xíu bù lại trải nghiệm ở nhà hàg thì tuyệt vời, nhiều góc sống ảo"
Gia đình mình có chuyến đi rất tuyệt vời !,"Gia đình mình có kỳ nghỉ rất tuyệt vời tại Intercontinental Đà Nẵng, phòng rộng rãi và có view biển rất đẹp, bãi biển sạch hồ bơi rộng, Nhân viên rất thân thiện và dễ thương đặc biệt là bạn Linh ở nhà hàng. Mình đi mùa dịch nên không đông đúc lắm và các bạn rất tuân thủ 5K.  Đây là một nơi thích hợp để nghỉ dưỡng."
Kid club xứng đáng 10 ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️,"Tôi chưa thấy có khu resort nào có Kid club đẹp và tiện nghi như ở Intercontinenta Đà Nẵng. Tôi phải công nhận các nhân viên tại đây rất chuyên nghiệp, rất nhiệt tình và rất có tâm với trẻ con. Bạn Tú quản lý nói chuyện rất khéo và rất có kĩ năng, vợ chồng tôi được bạn thuyết phục để các con ở lại chơi và không cần phải lo lắng gì, các con tối về khoe rất nhiều sản phẩm làm tại đây, được các cô tậm tinnh hướng dẫn cho. Hiếm khi tôi thấy các con đi du lịch với bố mẹ lại thích thú như vậy. Rất xứng đáng 10 điểm cho chất lượng."
Citron,"Nhà hàng Citron có thức ăn ngon, nhân viên phục vụ nhiệt tình, chụp hình đẹp đặt biệt là em Linh, thiết kế sang trọng và đẹp, khung cảnh đẹp và thời tiết tốt, se se lạnh rất thích hợp để đi cùng người yêu."
Tham quan resort,"Tôi và vợ có sử dụng dịch vụ Daycation tại Intercontinental, khá hài lòng về chất lượng dịch vụ và đặc biệt cảm ơn bạn Phước phục vụ rất tận tình và chụp ảnh rất đẹp. Bữa trưa khá ngon, hợp khẩu vị. Cảm ơn resort"
Nhà hàng Citron,"Thưởng thức ăn sáng tại nhà hàng citronnn có view đẹp nhất Đà Nẵng, đồ ăn ngon và trình bày hấp dẫn. Thái độ phục vụ chuyên nghiệp, nhân viên Linh tận tình chu đáo. Càm thấy hài lòng với trãi nghiệm tại Intercontinental DaNang. Có cơ hội sẽ quay lạiiii"
Tuyệt vời,"Địa điểm lý tưởng mà ai thích sự riêng tư, tĩnh lặng  phải ghé ít nhất một lần. Phòng sạch đẹp, đẳng cấp. Nhân viên chăm sóc chu đáo.Bạn có thể không ghé được vạn lý trường thành nhưng nhất định phải ghé InterContinental Danang Sun Peninsula Resort."
"Ở intercontinental để trải nghiệm và đánh giá những dịch vụ có tại đây, tất cả các nhân viên và dịch vụ đều rất tốt………..","Chị Ly butler siêu dthg và nhiệt tình, ngoài ra các anh chị khác cũng thế. Inter đã đem lại một trải nghiệm mới, rất chuyên nghiệp và đẳng cấp. Để lại nhiều ấn tượng, lần sau sẽ ghé lại và trải nghiệm, nhất là để gặp lại chị butler =))) ……………………………….."
Relax,"Đến với intercon chắc hẳn ai cũng phải trầm trồ bởi lối kiến trúc vô cùng độc đáo , không gian phòng vô cùng tách biệt, yên tĩnh thích hợp là nơi nghỉ dưỡng đứng đầu top resort. Nhân viên takecare khách nhiệt tình đặc biệt là bạn Thanh Linh❤️"
Nhà hàng Citron,Rất hài lòng với dịch vụ của resort Intercontinental Đà Nẵng tại đây. Du lịch cùng gia đình 8 người và cảm thấy hạnh phúc và thoã mái. Rất vui thì được bé Thanh Linh với Thư tại nhà hàng Citron . Các bạn nhân viên rất nhiệt tình và vui vẻ thân thiện.
Kids Club,"Cám ơn các Cô Tú, Hoài, Sương ở Kids Club đã chăm sóc các bạn trong 2 ngày ở tại resort. Giá đình sẽ quay lại sớm và mong gặp lại các cô. Một kỳ nghỉ tuỵêt vời và nhièu kỷ niệm đẹp tại đây. Cám ơn các cô"
Unforgetable experiment ✌️,Đi Đà Nẵng vào dịp cuối năm được tận hưởng không khi se se lạnh là trải nghiệm tuyệt vời mà mọi người nên thử một lần. Và tuyệt vời hơn nữa khi được thưởng thức bữa sáng đầy đủ dinh dưỡng từ nhà hàng Citron với đầy đủ món từ Âu tới Việt với sự take care chu đáo từ các nhân viên (Linh).
Ngày nghỉ thú vị cho các con,"Resort đẹp, thức ăn vừa miệng, có khu riêng cho trẻ em, nhiều hoạt động bổ ích, cô Tú ở khu vui chơi rất nhiệt tình tư vấn những nơi đẹp để chụp hình, tôi rất là thích ngày nghỉ này, các con cũng rất thích và muốn đến lại."
Đã phải lòng nơi tuyệt vời mất rồi!,"Tất cả dịch vụ nơi đây thật tuyệt vời. Nhân viên nơi đây thật thân thiện, họ luôn mỉm cười và giúp các du khách có trải nghiệm tuyệt vời nhất! Tôi thấy nơi đây như thiên đường. Tôi sẽ luôn giữ nơi này trong trái tim. Thật tuyệt vời! Cảm ơn bạn Phước! Đã cho cột cảm nhận sự tuyệt vời này!"
Khach san tuyet voi,"Đẳng cấp 7 sao , tù chất lượng phục vụ đến quang cảnh, mọi thứ thật hoàn hảo cho kỳ nghĩ dưỡng. Đội ngũ nhân viên được huấn luyện rất tốt và chuyên nghiệp, thân thiện nhiều kiến thức. Mỗi năm tôi đều quay lại"
Nhà hàng Citron,"Thật sự cảm thấy hài lòng với dịch vụ ẩm thực tại nhà hàng citron ,Đồ ăn tuyệt vời,Nhân viên rất nhiệt tình ,từ các bạn dưới biển và  bạn nhà hàng citron.Đặc biệt là bạn Phước,Đoan,Hải,Lệ Sương  đã giúp cho gia đình có một bữa ăn thật ngon,những bức ảnh đẹp.Hẹn gặp lại lần sau và sẽ chắc chăn quay lại ."
Nghỉ dưỡng cùng gia đình và bạn bè,"Một ngày tuyệt vời cùng với gia đình, chuyến đi ý nghĩa tại khu nghĩ dưỡng inter, nhiều tiện ích, nhà hàng citron nhân viên ở đây rất nhiệt tình và chu đáo biết quan tâm đến khách hàng đặc biệt là nhân viên Hữu Phước"
Citron,Thưởng  thức bũa sáng tại nhà hàng Citron các nhân viên. rất là nhiệt tình và chu đáo các bạn Thông Thiện Đoan Thu Hiền Lệ sương phục vụ rất là chu đáo hổ trợ chụp hình rất đẹp . Mình sẽ giới thiệu bạn bè và gđ lần sau.
Trà chiều tuyệt vời,"Chúng tôi có dịp trải nghiệm tiệc trà chiều tại nhà hàng Citron. Tuy thời tiết hơi có gió lạnh nhưng các bạn nhân viên chào đón rất nhiệt tình, ấm áp. Bạn Trung ở nhà hàng Citron, đã phục vụ vô cùng chu đáo, có những ly đồ uống nóng, khăn choàng ấm, còn được nghe giới thiệu về những chương trình ưu đãi và thông tin thú vị về resort.Cám ơn các bạn."
Nghĩ dưỡng kỉ niệm 10 năm Wedding Day,"Lần đâu tiên, gia đình tôi được nghĩ dưỡng 1 nơi thật thú vị, món ăn đa dạng, đặc biệt anh nhân viên Hữu Phước rất nhiệt tình trong việc phục vụ khách. Một lần nữa, gia đình chúng tôi cảm ơn đội ngũ Resort đã cho gd tôi 1 ngày nghĩ thật ý nghĩa"
Awesome!!!,"Thực sự đẹp và đẳng cấp. Bữa trưa tại nhà hàng Citron với gia đình hơi đông người nhưng các bạn nhân viên phục vụ chu đáo, thân thiện. Bạn nv tên Phước nhiệt tình như với người thân trong gia đình. Chắc chắn quay lại với bạn bè nữa."
Daycation,"Hôm nay được trải nghiệm Long Bar tại intercontinential Da Nang. Bạn nhân viên tên Nguyên phục vụ nhiệt tình , chụp ảnh có tâm và hỏi han quan tâm phục vụ khách hàng đầy đủ. Ghế ngồi thoải mái chỉ muốn ngủ trưa tại đây, quạt gió đầy đủ không bị nóng nực. 5 stars"
Ăn uống và phục vụ,"Trên cả tuyệt vời, đồ ăn rất ngon, không gian lý tưởng. Cảm ơn cháu Lệ Sương và các nhân viên nhà hàng citron khu hồ bơi cáp lên xuống, nhân viên bãi biển Phục vụ chu đáo và nhiệt tình khung cảnh rất đẹp"
Special Trip!,"Rất chuyên nghiệp, tất cả mọi thứ đều làm mình rất hài lòng. Đến nơi được bạn Ly quản gia chào đón và chăm rất tận tình, chu đáo.Khi đến đây các ban nên trải nghiệm thử ở Long Bar. Ở đây mình được bạn Nguyên phụ vụ và giới thiệu các loại nước uống cũng như tấn vấn nước uống nào phù hợp bới khẩu vị của mình. Nhờ bạn mà mình chọn được cho bạn gái của mình một ly cocktail rất ưng ý.Suôt thời gian kỳ nghỉ mình được phục vụ các bữa ăn thât sự ngoài sức mong đợi, và không quên được cũng như rất  ấn tượng bởi bạn Thông ở nhà hàng Citron không những phục vụ tận tình mà còn giúp cho tụi mình được những bức hình để lưu giữ kỉ niệm nhân ngày kỉ niệm của tụi mình. Vi tình hình dịch bệnh nên một số hoạt động còn hạn chế hy vọng một ngày gần nhất mình sẽ quay trở lại đây để trải nghiệm thêm các hoạt độg của resort!"
Rất ấn tượng. Chắc chắn sẽ quay lại,Tụi mình đến đây vào ngày kỷ niệm và thật sự nơi đây đã giúp ngày kỷ niệm của mình trở nên đặc biệt hơn. Các bạn nhân viên rất chuyên nghiệp và nhiệt tình. Cảm ơn bạn Nguyên ở khu vực Long Bar đã phục vụ rất ân cần và dễ thương. Cảm ơn chị Ly quản gia đã chăm sóc tụi mình rất tận tình. Vì ảnh hưởng dịch nên vẫn còn hạn chế một số dịch vụ nên dự định sẽ quay lại đây vào dịp gần nhất để được trải nghiệm hết tất cả các hoạt động vui chơi nghỉ dưỡng ở đây.
Tuyệt vời!,"Chúng tôi đã ở rất nhiều Khách sạn đẹp và sang trọng tại Việt nam nhưng sau khi ở Intercon Đà nẵng thì nó làm lu mờ hết các khách sạn kia. Tuyệt vời, chúng tôi se quay lại. Nhận tiện cảm ơn hai bạn Trung Đào và Bạn Hà đã rất nhiệt tình với chúng tôi trong thời gian ở đó."
Quá tuyệt vời,"Tôi và gia đình tranh thủ cuối tuần đổi gió sau những ngày dịch, chọn InterContinental Dannang  không những nó sang trọng và đẳng cấp mà còn là chất lượng và sự phục vu tận tâm của nhân viên, những món ăn được đầu bếp chuẩn bị công phu , những món nước do những bạn nhân viên pha chế rất đặc biệt, các phòng điều nhìn ra biển và đặc trưng riêng biệt, bãi biển rất sạch đẹp, hồ bơi gia đình có nước ấm nên bọn nhóc nhà tôi rất thích. Ngoài ăn uống gia đình tôi được trải nghiệm các hoạt động do khách sạn tổ chức rất thú vị. A Trung Đao Chief Concierge rất nhiệt tâm và tận tình cung cấp thông tin và dướng dẫn cho gia đình tôi nhiều thông tin bổ ích. Ban giám đốc rất ân cần thăm hỏi và xử lí nhanh các tình huống nếu khách chưa hài lòng. Gia đình tôi sẽ quay lại một ngày gần nhất."
